tanggal,temperature_2m_max,temperature_2m_min,precipitation_sum,precipitation_hours,wind_speed_10m_max,wind_direction_10m_dominant,shortwave_radiation_sum,temperature_2m_mean,relative_humidity_2m_mean,cloud_cover_mean,surface_pressure_mean,wind_gusts_10m_max,winddirection_10m_dominant,relative_humidity_2m_max,relative_humidity_2m_min,cloud_cover_max,cloud_cover_min,wind_gusts_10m_mean,wind_speed_10m_mean,wind_gusts_10m_min,wind_speed_10m_min,surface_pressure_max,surface_pressure_min
2025-09-30,33.056,25.306,11.3,8,10.308831,90.0,19.314,28.099749,77.125,91.416664,1008.97186,23.759998,90.0,90.0,53.0,100.0,70.0,10.5,3.4576914,2.52,0.5091169,1010.6464,1006.9759
2025-10-01,32.556,24.856,6.5,8,14.77755,243.43501,19.6416,27.960167,78.583336,85.0,1008.70087,32.039997,243.43501,94.0,57.0,100.0,48.0,15.089999,6.021544,2.16,0.8049845,1010.7562,1006.26514
2025-10-02,30.056,25.606,8.6,13,11.792404,270.0,13.2552,27.364334,82.666664,96.916664,1010.1927,28.44,270.0,91.0,70.0,100.0,57.0,13.305,4.378334,1.08,0.35999998,1012.34546,1008.24664
2025-10-03,33.955997,24.456,0.0,0,10.195057,165.96373,21.4884,28.39975,73.75,83.458336,1010.5129,20.519999,165.96373,92.0,49.0,100.0,0.0,8.655,3.7056608,2.52,0.5091169,1012.4457,1007.67865
2025-10-04,34.906,24.406,2.9,2,14.044615,210.96368,24.174,28.681,76.0,74.041664,1010.55975,29.519999,210.96368,93.0,46.0,100.0,10.0,10.755,4.315651,3.2399998,1.2979984,1012.3582,1007.98175
2025-10-05,32.906,25.706,7.8999996,6,12.10157,180.0,19.3932,28.128916,78.666664,91.75,1010.7324,26.64,180.0,91.0,57.0,100.0,42.0,12.405,5.036762,3.96,1.0182338,1012.246,1008.3645
2025-10-06,33.606,25.306,0.3,1,15.990646,146.3099,21.7008,28.745583,72.875,94.916664,1010.4226,37.8,146.3099,90.0,51.0,100.0,39.0,14.294999,5.9908996,3.2399998,0.71999997,1012.44977,1007.7735
2025-10-07,33.205997,25.106,11.8,10,10.829958,224.9999,21.3984,27.79975,79.875,71.916664,1011.6135,28.8,224.9999,93.0,55.0,100.0,36.0,16.215,4.575268,5.04,1.1384199,1013.7417,1009.4636
2025-10-08,33.306,24.456,12.8,6,9.793058,243.43501,24.264,28.045584,78.25,58.125,1010.4199,21.96,243.43501,95.0,53.0,100.0,24.0,10.155,4.1591206,2.8799999,1.2979984,1012.94885,1006.968
2025-10-09,33.705997,24.956,0.90000004,1,13.450708,135.0001,24.6996,28.333084,73.75,38.125,1009.61774,28.44,135.0001,91.0,49.0,100.0,0.0,11.804999,4.821713,3.2399998,1.609969,1011.4455,1006.9715
2025-10-10,33.806,24.456,1.0,3,13.910169,180.0,24.6924,28.2685,71.958336,55.416668,1009.4261,28.8,180.0,87.0,47.0,100.0,0.0,12.555,4.933455,3.2399998,1.4399999,1011.55084,1006.5698
2025-10-11,33.306,25.456,0.90000004,2,10.739833,135.0001,23.7528,28.69975,71.541664,64.833336,1009.04486,24.48,135.0001,86.0,48.0,100.0,18.0,14.07,5.446591,3.96,1.8,1011.45825,1006.0706
2025-10-12,34.106,25.106,1.3,2,13.53236,218.65984,23.9652,28.997665,71.666664,53.0,1008.3967,32.760002,218.65984,88.0,47.0,100.0,0.0,12.93,4.9960713,2.52,0.8049845,1010.46094,1005.7707
2025-10-13,33.705997,25.856,9.8,10,12.738099,8.426887,21.3336,28.701834,78.0,85.791664,1008.39557,33.839996,8.426887,90.0,57.0,100.0,54.0,18.675,4.673057,2.8799999,1.0182338,1010.46094,1005.672
2025-10-14,34.205997,25.656,2.4,4,13.044722,108.43504,22.2336,29.1435,76.333336,80.166664,1007.0571,34.2,108.43504,93.0,51.0,100.0,42.0,13.845,4.5918083,1.4399999,0.0,1009.1608,1004.5755
2025-10-15,33.255997,26.706,1.4,2,14.021525,149.03632,21.9564,29.351831,75.041664,66.625,1005.7261,35.64,149.03632,89.0,58.0,86.0,39.0,19.875,6.0437083,4.32,1.8,1008.0633,1002.8796
2025-10-16,35.056,26.406,7.3,8,15.379206,18.435053,19.8612,28.910166,78.5,91.375,1005.6536,36.0,18.435053,91.0,50.0,100.0,54.0,17.715,4.7867007,2.52,1.08,1007.5576,1002.775
2025-10-17,35.056,25.906,11.099999,8,14.77755,224.9999,21.906,29.158083,76.208336,84.291664,1006.52026,30.960001,224.9999,94.0,49.0,100.0,37.0,13.29,4.5388494,1.08,0.0,1008.6525,1003.6783
2025-10-18,33.955997,25.806,3.7,7,10.853866,135.0001,21.9384,28.845583,76.333336,75.083336,1005.99054,24.84,135.0001,90.0,50.0,100.0,5.0,11.595,4.055821,4.68,1.5273507,1008.2577,1003.27313
2025-10-19,32.556,25.606,0.9,2,10.483357,11.76827,21.4056,28.787249,77.25,65.291664,1005.01227,25.919998,11.76827,93.0,60.0,94.0,30.0,13.709999,5.062883,2.8799999,1.2979984,1007.0594,1002.47784
2025-10-20,33.656,25.906,0.7,0,10.1376915,180.0,21.0996,29.11225,72.791664,89.458336,1005.38385,22.319998,180.0,88.0,52.0,100.0,49.0,11.084999,4.179935,2.16,1.08,1007.5532,1002.57837
2025-10-21,34.755997,25.706,12.2,6,13.70839,180.0,19.2204,28.964333,75.916664,97.583336,1006.7236,30.239998,180.0,89.0,48.0,100.0,56.0,11.04,4.269875,3.6,0.5091169,1008.85547,1004.2755
2025-10-22,33.705997,25.706,6.7,7,12.849528,258.6901,18.9576,28.685165,78.458336,96.875,1007.46747,28.08,258.6901,92.0,54.0,100.0,88.0,14.04,5.8180394,1.8,0.35999998,1009.75037,1004.87445
2025-10-23,31.406,25.056,1.9000001,3,14.685176,255.06853,14.8392,27.62475,80.958336,97.75,1008.1003,29.519999,255.06853,95.0,63.0,100.0,90.0,15.915,7.1969094,4.32,0.0,1009.64825,1006.1652
2025-10-24,32.255997,24.906,2.0,5,12.599998,270.0,17.2764,27.983084,77.541664,95.791664,1007.8851,29.16,270.0,89.0,61.0,100.0,77.0,15.84,7.3858285,5.7599998,2.9024127,1010.54474,1005.67175
2025-10-25,32.856,24.656,0.6,1,9.422101,233.13002,15.318,27.924751,75.291664,98.416664,1008.13885,23.4,233.13002,89.0,56.0,100.0,91.0,12.134999,5.621137,4.68,2.5455842,1009.5519,1005.57306
2025-10-26,33.106,25.056,2.3000002,4,12.397806,180.0,20.1888,28.195581,75.375,99.875,1008.5852,23.039999,180.0,93.0,51.0,100.0,97.0,9.285,4.240474,4.32,0.8049845,1010.5523,1006.7654
2025-10-27,32.705997,24.506,14.3,8,14.529915,224.9999,19.6632,27.745583,80.625,95.916664,1009.11206,26.28,224.9999,94.0,57.0,100.0,73.0,10.71,5.204812,4.32,2.0364676,1010.7498,1006.5638
2025-10-28,31.406,25.656,6.0,7,7.628263,216.86998,15.4692,27.560167,82.125,100.0,1009.5816,20.519999,216.86998,92.0,67.0,100.0,100.0,9.66,4.284863,2.8799999,1.484318,1011.4522,1007.8579
2025-10-29,32.455997,24.806,3.0,3,5.315336,135.0001,21.8268,28.301834,74.375,93.166664,1009.4387,16.56,135.0001,89.0,54.0,100.0,70.0,7.77,2.6888978,2.16,1.0182338,1011.4563,1006.7721
2025-10-30,33.106,26.006,11.0,5,8.404285,215.53777,18.9252,28.281,80.5,98.583336,1009.2597,16.919998,215.53777,95.0,56.0,100.0,81.0,8.265,3.9445925,3.96,1.484318,1011.05524,1006.6724
2025-10-31,33.106,25.356,13.6,8,10.948973,180.0,21.0492,28.097666,79.916664,78.208336,1010.0915,21.599998,180.0,95.0,58.0,100.0,36.0,9.974999,4.2721295,3.6,0.71999997,1011.9519,1007.7662
2025-11-01,33.806,24.906,6.5,5,11.966953,243.43501,20.412,28.097666,78.625,77.833336,1009.7251,23.4,243.43501,93.0,53.0,100.0,10.0,11.535,4.757506,3.2399998,1.2979984,1011.65204,1007.07874
2025-11-02,33.856,25.406,15.599999,9,15.683776,224.9999,21.3732,28.4935,76.958336,92.916664,1009.41864,29.88,224.9999,89.0,54.0,100.0,36.0,11.415,4.647246,1.08,0.5091169,1011.3526,1007.26904
2025-11-03,34.005997,25.256,7.8,6,12.43434,201.80147,22.0428,28.6435,76.75,97.0,1008.92816,28.44,201.80147,90.0,52.0,100.0,56.0,12.45,5.215661,3.6,1.1384199,1010.9528,1006.1664
2025-11-04,34.205997,25.106,0.6,1,13.979871,180.0,23.4036,29.320581,72.041664,90.875,1008.2022,28.44,180.0,94.0,47.0,100.0,46.0,12.03,5.1933575,2.8799999,1.08,1010.4612,1005.07904
2025-11-05,32.205997,25.956,0.1,0,20.523157,243.43501,16.5024,28.170584,71.708336,95.875,1008.00244,41.399998,243.43501,87.0,58.0,100.0,67.0,19.92,9.2248955,4.32,2.0991426,1010.05914,1005.4703
2025-11-06,31.806,25.406,0.0,0,22.380884,251.56496,19.8108,28.033083,73.041664,85.333336,1007.7771,43.56,251.56496,84.0,58.0,100.0,43.0,23.76,11.58546,7.92,4.1046314,1009.64825,1005.4685
2025-11-07,33.156,25.056,1.1,2,18.03237,224.9999,19.9908,28.17475,75.125,89.125,1007.5904,36.719997,224.9999,88.0,54.0,100.0,69.0,20.775,9.826243,5.3999996,2.8116899,1009.3552,1005.1723
2025-11-08,30.256,25.256,3.0,6,21.41319,266.6336,16.344,27.201834,80.166664,94.083336,1008.88525,52.92,266.6336,90.0,66.0,100.0,61.0,27.765,11.564018,10.08,4.5536795,1010.4435,1007.46106
2025-11-09,32.255997,24.456,0.90000004,2,16.263872,243.43501,18.486,27.816416,74.958336,99.541664,1008.12164,37.44,243.43501,88.0,55.0,100.0,92.0,18.615,7.687041,4.32,2.0364676,1009.9637,1005.7723
2025-11-10,32.806,24.906,0.0,0,17.698677,257.27563,22.6224,28.053917,74.083336,78.833336,1007.71893,40.32,257.27563,87.0,54.0,100.0,7.0,20.85,8.802793,7.5599995,3.5455887,1009.46204,1005.4675
2025-11-11,30.656,25.056,2.2,5,16.676977,249.44386,16.56,27.32475,75.791664,95.416664,1008.3321,41.039997,249.44386,83.0,66.0,100.0,66.0,21.915,8.87312,6.4799995,3.0547013,1010.544,1006.56287
2025-11-12,31.706,24.456,1.6999999,2,15.827721,254.47583,11.79,26.556,81.416664,98.708336,1009.10333,36.36,254.47583,91.0,61.0,100.0,90.0,23.835,10.25644,13.679999,5.7599998,1011.1427,1006.8621
2025-11-13,30.706,24.606,0.70000005,2,16.520823,266.186,17.3952,27.072668,77.458336,91.458336,1009.05536,39.6,266.186,89.0,62.0,100.0,48.0,21.99,9.114248,9.36,3.8773184,1010.75464,1006.8641
2025-11-14,30.056,24.506,0.3,1,16.24394,270.0,15.5268,26.6685,79.958336,83.875,1008.01337,41.760002,270.0,89.0,65.0,100.0,48.0,21.225,9.141517,10.799999,4.379589,1009.9425,1005.56323
2025-11-15,32.006,24.106,5.4,6,11.753877,257.00537,18.5832,27.466415,78.416664,93.208336,1008.03296,33.12,257.00537,87.0,62.0,100.0,49.0,16.035,6.026633,3.96,1.1384199,1010.04785,1006.167
2025-11-16,32.556,25.056,0.0,0,18.775301,270.0,20.43,28.14975,75.75,99.916664,1008.302,40.68,270.0,90.0,56.0,100.0,99.0,22.74,9.989529,10.440001,4.6938252,1010.2463,1005.3727
2025-11-17,32.806,24.756,0.1,0,17.227419,255.96373,20.6244,28.226835,73.0,93.208336,1008.13574,37.079998,255.96373,84.0,56.0,100.0,48.0,20.939999,9.065055,5.7599998,2.9024127,1009.95996,1005.3733
2025-11-18,31.956,24.406,8.8,6,12.24,180.0,16.8804,27.110167,81.208336,75.458336,1007.41986,27.72,180.0,90.0,62.0,100.0,39.0,13.514999,4.66734,3.2399998,1.4399999,1009.255,1005.3594
2025-11-19,31.906,24.056,11.0,6,12.387348,141.34016,17.8596,27.095583,83.291664,90.458336,1007.2991,32.039997,141.34016,96.0,62.0,100.0,44.0,14.399999,5.535332,1.4399999,0.8049845,1009.152,1004.86884
2025-11-20,28.956,24.506,13.7,10,14.332341,279.46225,10.5552,26.328917,87.416664,99.333336,1007.8581,33.839996,279.46225,94.0,79.0,100.0,84.0,18.81,7.809328,3.96,1.609969,1009.6425,1005.75775
2025-11-21,32.356,24.156,0.6,2,12.661564,244.2901,19.9332,27.531,78.708336,92.291664,1007.79596,29.88,244.2901,93.0,58.0,100.0,55.0,19.769999,8.698895,11.5199995,5.0528407,1009.56354,1005.47125
2025-11-22,33.156,24.506,2.0,4,10.137692,180.0,19.9476,27.98725,76.041664,88.083336,1007.2568,23.039999,180.0,90.0,49.0,100.0,54.0,8.655,3.2456293,1.4399999,0.5091169,1009.06006,1004.8698
2025-11-23,31.056,25.456,3.3,3,11.966953,263.6599,14.9652,27.620583,80.083336,99.75,1007.08887,25.56,263.6599,92.0,66.0,100.0,94.0,14.1449995,6.0940766,3.6,1.8,1008.6566,1005.1656
2025-11-24,34.156,24.706,0.0,0,19.13426,251.56496,21.8808,28.52475,68.375,74.625,1006.63446,37.8,251.56496,85.0,48.0,100.0,37.0,17.58,8.115193,5.3999996,2.7416782,1008.56024,1004.08167
2025-11-25,34.005997,23.906,0.0,0,14.118243,240.2552,22.7484,28.593498,66.291664,96.083336,1006.05194,27.72,240.2552,85.0,46.0,100.0,69.0,14.774999,6.950474,5.04,2.7416782,1007.7551,1003.3834
2025-11-26,33.406,24.406,0.1,0,16.24394,230.19447,23.328,28.37475,70.958336,80.666664,1006.23846,32.399998,230.19447,86.0,47.0,100.0,12.0,15.329999,7.1685615,5.3999996,2.8116899,1008.4483,1003.77545
2025-11-27,32.656,24.956,0.3,0,10.685391,213.6901,17.9424,28.278915,74.958336,80.208336,1007.3743,23.4,213.6901,90.0,55.0,100.0,4.0,9.749999,4.0696783,2.52,1.2979984,1009.26105,1005.26996
2025-11-28,33.056,24.406,4.8,4,11.165805,224.9999,19.0908,28.260168,74.833336,94.166664,1007.4991,24.119999,224.9999,89.0,54.0,100.0,30.0,9.884999,3.6682107,3.2399998,0.5091169,1009.1608,1005.7638
2025-11-29,33.556,25.006,5.1000004,4,9.422101,206.56499,20.1348,28.797667,70.208336,99.166664,1008.0505,21.24,206.56499,83.0,47.0,100.0,80.0,10.919999,4.429111,4.68,2.2768397,1009.6599,1005.67737
2025-11-30,32.755997,25.706,10.2,12,10.495713,158.19853,16.8048,28.339333,75.375,99.291664,1009.4014,23.759998,158.19853,87.0,58.0,100.0,83.0,11.505,4.568834,2.8799999,0.8049845,1011.846,1007.468
